Link;Title;Type;Status;Language;Issue
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P625_01-IT.pdf;Scaricatori di condensa termostatici bimetallici T3;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P625_04-IT.pdf;TIScaricatori di condensa sigillati termostatici bimetallici USM21 per uso con connettore di linea_-P625-04 (2);TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P219_04-ES.pdf;STAPS Handheld v2 ;TI;Released;Spanish;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P625_11-IT.pdf;Scaricatori di condensa sigillati termostatici bimetallici USM32 per uso con connettore di linea_;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P680_01-IT.pdf;Unità di scarico e pompaggio (sistema chiuso) APT10-PPU, APT14-PPU e APT14HC-PPU;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P681_01-IT.pdf;Unità compatte automatiche di scarico e pompaggio (Sistema chiuso) APT10-PPU, APT14-PPU e APT14HC-PPU;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S01_03-IT.pdf;Scaricatori di condensa termodinamici TD42L/TD42LA e TD42H/TD42HA;TI;Released;Italian;9
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_03-IT.pdf;Scaricatori di condensa a galleggiante FT14 (connessioni filettate);TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_14-IT.pdf;Scaricatori di condensa a galleggiante FT44 DN15÷50 in acciaio al carbonio;TI;Released;Italian;13
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_21-IT.pdf;Scaricatori di condensa a galleggiante FT43 da DN 25 a DN 50;TI;Released;Italian;9
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_22-IT.pdf;Scaricatori di condensa in ghisa a galleggiante FT 43 DN80 e 100;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_23-IT.pdf;Scaricatori di condensa a galleggiante FT44 DN80 e 100 in acciaio al carbonio;TI;Released;Italian;12
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_26-IT.pdf;Scaricatori di condensa a galleggiante FT14 DN15÷25 (flangiati) in ghisa sferoidale;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_27-IT.pdf;"Scaricatori di condensa a galleggiante FT14 DN1""HC, 1¼"", 1½"" e 2"" in ghisa sferoidale";TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_28-IT.pdf;Diagrammi di portata per scaricatori di condensa a galleggiante FT14;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P146_02-US.pdf;UFT32 Series Sealed Stainless Steel Float & Thermostatic Steam Trap (for use with Universal Connectors);TI;Released;English (US);3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S02_36-IT.pdf;Diagrammi di portata per scaricatori di condensa a galleggiante FT44, FT46 e FT47;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P713_02-ES.pdf;Actuador lineal eléctrico de la serie AEL7;TI;Released;Spanish;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S03_02-IT.pdf;Scaricatori di condensa a secchiello rovesciato serie HM00 in ghisa;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S60_03-IT.pdf;Filtri Fig. 33 in ghisa;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S60_21-IT.pdf;Perdite di carico dei filtri a Y in funzione della portata d'acqua;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P001_07-IT.pdf;Riduttori di pressione LRV2 per liquidi;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P001_09-IT.pdf;Diagramma di portata per riduttori di pressione LRV2;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P004_01-IT.pdf;Valvole di sfioro pressione auto-servoazionate a pilota SDP143;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P006_01-IT.pdf;Riduttori di pressione auto-servoazionati DP143, DP143G e DP143H in acciaio al carbonio;TI;Released;Italian;11
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P184_08-US.pdf;Spirax SafeBloc DBB3 Double Block and Bleed Bellows Sealed Stop Valve;TI;Released;English (US);8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P033_01-IT.pdf;Accessori per la termoregolazione;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P036_01-IT.pdf;Valvole BM-BMRA in acciaio e BMF-BMFRA in ghisa;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P736_01-US.pdf;VLM30 In-line Vortex Flowmeter;TI;Released;English (US);2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P041_01-IT.pdf;Diagramma di portata per valvole mod. 58;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P071_01-ES.pdf;Serie HP70 Purgador de vapor bimetálico;TI;Released;Spanish;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P041_02-IT.pdf;Valvole mod. 58 a tre vie con sistema termometrico;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P044_01-IT.pdf;Valvole di regolazione della temperatura autoazionate in bronzo SB e SBRA;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P045_13-IT.pdf;Diagramma di portata per riduttori di pressione BRV2, BRV2S5 e SRV2;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P045_14-IT.pdf;Riduttori di pressione autoazionati BRV2S e BRV2B in ghisa sferoidale;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P046_01-IT.pdf;Sistemi termometrici SA121, SA122, SA123, SA128 e SA1219 per valvole autoazionate (regolazione a quadrante);TI;Released;Italian;12
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P044_01-US.pdf;SB and SBRA Gunmetal Self-acting Temperature Control Valves;TI;Released;English (US);10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P105_03-US.pdf;Stainless Steel Liquid Drain Trap FA-150;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P047_01-IT.pdf;Valvole termoregolatrici autoazionate TW a tre vie per liquidi;TI;Released;Italian;12
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P693_40-ES.pdf;BTS1050 Temporizador de purga de caldera;TI;Released;Spanish;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P049_01-IT.pdf;Valvole termoregolatrici autoazionate NS e NSRA in bronzo a due vie;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_01-IT.pdf;Valvole KX31, KX33, KY31 e KY33 in ghisa;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_02-IT.pdf;Valvole KA31, KA33, KB31, KB33 e KC31 in ghisa;TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_03-IT.pdf;Valvole automatiche di regolazione in bronzo tipo KX51 e KY51;TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_04-IT.pdf;Valvole automatiche di regolazione in bronzo tipo KA51, KB51 e KC51;TI;Released;Italian;7
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S65_02_US.pdf;MTI10 Insertion and MTL10 In-line Thermal Mass Flowmeter and  Temperature Transmitter;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_05-IT.pdf;Valvole KX43 e KY43 in acciaio;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_06-IT.pdf;Valvole KA43, KB43 e KC43 in acciaio;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P078_08-IT.pdf;Valvole termoregolatrici autoazionate KA61, KA63 e KC63 in acciaio inox a due vie;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P102_01-IT.pdf;Termoregolatori 37D e 37DE in ghisa sferoidale;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P107_01-IT.pdf;Riduttori di pressione auto-servoazionati DP163, DP163G e DP163Y in acciaio inox;TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P713_02-US.pdf;AEL7 Series Electric Linear Actuator;TI;Released;English (US);4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P183_02-IT.pdf;"Valvole di regolazione pneumatica a due vie STERI-TROL Aseptic Service serie “S” - da DN15 (½"") a DN100 (4"")";TI;Released;Italian;7
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P186_01-IT.pdf;Riduttori di pressione SRV461-463 per vapore pulito;TI;Released;Italian;9
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P180_49-US.pdf;BT6B Horizontal Sanitary Balanced Pressure Thermostatic Steam Trap;TI;Released;English (US);2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P186_05-IT.pdf;Riduttori di pressione SRV2 in acciaio inox;TI;Released;Italian;7
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P186_08-IT.pdf;Riduttori di pressione autoazionati SRV66 per vapore pulito__;TI;Released;Italian;11
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P203_01-IT.pdf;Riduttori di pressione autoazionati DRV4 e DRV4G in acciaio al carbonio;TI;Released;Italian;16
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P204_01-IT.pdf;Riduttori di pressione autoazionati DRV7 e DRV7G in ghisa sferoidale;TI;Released;Italian;14
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P205_01-IT.pdf;Sfioratori di pressione autoazionati DEP7 in ghisa sferoidale;TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P206_01-IT.pdf;Sfioratori di pressione autoazionati DEP4 in acciaio al carbonio;TI;Released;Italian;12
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P210_01-IT.pdf;Riduttori di pressione BRV71-73 in ghisa sferoidale;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P323_13/P321_13-IT.pdf;Attuatori elettrici serie EL3500;TI;Obsolete;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P323_28-IT.pdf;Regolatore di processo SX80;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P323_30-IT.pdf;Regolatore di processo SX90;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P324_01-IT.pdf;Serie MEC-Interruttori di livello magnetici;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P324_02-IT.pdf;Serie TOR-Interruttori di livello magnetici;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P186_08-US.pdf;SRV66 Sanitary Pressure Reducing Valve;TI;Released;English (US);15
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P327_01-IT.pdf;Attuatori a pistone TN2000;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P329_01-IT.pdf;Serie Visco e Viscorol-Indicatori di livello magnetici;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P343_34-IT.pdf;SP500 Posizionatore elettropneumatico intelligente;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P343_36-IT.pdf;SP400 Posizionatore elettropneumatico intelligente;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P343_43/P343_43-IT.pdf;EP500 Standard Posizionatore Elettropneumatico;TI;Obsolete;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P343_45/P343_45-IT.pdf;EP500 Advanced Posizionatore Elettropneumatico ATEX;TI;Obsolete;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P357_30-IT.pdf;Attuatori pneumatici PN9000;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P357_31-IT.pdf;Attuatori pneumatici PN9400;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_09-IT.pdf;Attuatori elettrici EL 5650;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_14-IT.pdf;Attuatori elettrici EL7200;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P046_01-US.pdf;SA121, SA122, SA128 and SA1219 Self-acting Temperature Control Systems;TI;Released;English (US);16
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_23-IT.pdf;Attuatori elettrici AEL6 intelligenti per valvole DN15÷100;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P736_01-ES.pdf;Caudalimetro Vortex VLM30;TI;Released;Spanish;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P108_02-US.pdf;Acoustic Silencers;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_25-IT.pdf;Attuatori elettrici AEL5 per valvole DN15÷100;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_28-IT.pdf;Accessori per attuatori elettrici AEL5;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P358_30-IT.pdf;Attuatori elettrici Serie AEL56 e AEL66 per valvole di controllo da DN125 a DN300;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P359_14-IT.pdf;Valvole di regolazione a tre vie QLM e QLD;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P370_19-IT.pdf;Posizionatori elettropneumatici digitali serie SP300;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P373_04-IT.pdf;Elettrovalvole DM per gli attuatori delle valvole a pistone;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P373_13-IT.pdf;Valvole a pistone serie PF6 in acciaio inox per controllo on-off;TI;Released;Italian;9
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P373_14-IT.pdf;Valvole a pistone Serie PF51G in bronzo;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P380_01-IT.pdf;Sistemi termometrci SA422 in acciaio inox per valvole termoregolatrici autoazionate;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P451_01-IT.pdf;Desurriscaldatori ad area variabile tipo VAD;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P470_01-IT.pdf;Riduttori di pressione auto-servoazionati DP27, DP27E, DP27G, DP27R e DP27Y in ghisa sferoidale;TI;Released;Italian;7
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P470_08-IT.pdf;Regolatori di pressione e di temperatura auto-servoazionati DP27T e DP27TE in ghisa sferoidale;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P475_01-IT.pdf;Desurriscaldatori ad area fissa;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P475_06-IT.pdf;Desurriscaldatori - Guida al programma on-line di dimensionamento;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P486_20-IT.pdf;m-CSG-Generatori ultra-compatti di vapore pulito;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P795_02-IT.pdf;Dimensionamento Umidificatori SI tipo 20 e 40;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P795_03-IT.pdf;Umidificatori SI tipo 20 e 40;TI;Released;Italian;9
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S21_07-IT.pdf;Selezione delle valvole termoregolatrici autoazionate;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S24_59-IT.pdf;Trim bilanciati e multistadio;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S24_60-IT.pdf;"Valvole di regolazione SPIRA-TROL Serie J in versione EN da DN15 a DN200 e in versione ASME da ½"" a 8""";TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S24_70-IT.pdf;"Valvole di regolazione SPIRA-TROLTM Serie L in versione EN da DN15 a DN100 e in versione ASME da ½"" a 4""";TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/S24_71-IT.pdf;"Valvole di regolazione SPIRA-TROL Serie K in versione EN da DN15 a DN300 e in versione ASME da ½"" a 12""";TI;Released;Italian;12
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P014_02-IT.pdf;Unità di controllo STAPS wireless per scaricatori di condensa;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P086_17-IT.pdf;Sensori e camere di rilevazione Spiratec ST14, ST16 e ST17;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P087_02-IT.pdf;Dispositivi di controllo a distanza Spiratec R1 e R12;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P087_04-IT.pdf;Indicatori palmari Spiratec mod. 30 e 40;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P087_20-IT.pdf;Unità di monitoraggio R16C;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P192_01-IT.pdf;Misuratori di portata TVA per vapor saturo e surriscaldato;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P193_01-IT.pdf;Misuratori di portata TFA;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P197_01-IT.pdf;Misuratore di portata ad ultrasuoni UTM10;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P309_01-IT.pdf;ELM Misuratori di portata ad induzione magnetica;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P333_29-IT.pdf;Computer di portata M850-W-x e M850-P-x;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P337_05-IT.pdf;Misuratori di portata Gilflo ILVA da DN50  a DN200;TI;Released;Italian;14
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P337_46-IT.pdf;Misuratori di portata Gilflo ILVA DN 250 e DN 300;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P401_05-IT.pdf;Iniettori di vapore IN15, 25M e 40M;TI;Released;Italian;11
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P401_06-IT.pdf;Distributore SD per vapore e condense;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P401_07-IT.pdf;Tubi di diffusione IT;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P401_08-IT.pdf;Sistemi di ricircolazione e frazionamento dell’acqua di alimento RFS1 e RFS2;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P401_25-IT.pdf;Testate di condensazione e degasazione DH;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_39-IT.pdf;Sonda di livello capacitiva LP20;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_43-IT.pdf;Sonda di allarme di basso livello  ad alta integrità e con autodiagnosi LP30;TI;Released;Italian;10
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_66-IT.pdf;Preamplificatori PA20 per sonde di livello LP20;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_81-IT.pdf;Sonde LP31 con autodiagnosi per allarme di alto livello;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_91-IT.pdf;Sonde on-off LP10-4 per comando pompa e funzione di allarme;TI;Released;Italian;13
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_132-IT.pdf;Unità di controllo livello LC1350;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_133-IT.pdf;Unità di controllo livello LC2250;TI;Released;Italian;3
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_134-IT.pdf;Unità di controllo livello LC2650;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_135-IT.pdf;Unità di controllo livello LC3050;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P402_138-IT.pdf;Preamplificatori PA420 per sonde di livello LP20;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_09-IT.pdf;Raffreddatori SC 20 per campionature;TI;Released;Italian;7
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_25-IT.pdf;Conduttivimetri MS1;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P207_05-US.pdf;The Pivotrol® Pump Patented PTC Pressure Powered Pump ;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P207_07-US.pdf;The Pivotrol® Pump Patented PTF-HP Pressure Powered Pump;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P207_06-US.pdf;The Pivotrol Pump Patented PTF Pressure Powered Pump Series;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_49-IT.pdf;Sensori di conducibilità elettrica CP30;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_59-IT.pdf;Sensori di conducibilità elettrica CP32 con autodiagnosi e autocondizionamento;TI;Released;Italian;8
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_60-IT.pdf;BCV1 e BCV20 Valvole di spurgo;TI;Released;Italian;5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P717_08-US.pdf;Sizing and Selection Chart 25P, 25PE, 25PA, 26P, 26PE, 26PA and all combinations;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P717_09-US.pdf;" Spare parts guide ½"" to 2"" and 2½"" to 4"" 25- and 26-Series Main Valves";TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P207_08-US.pdf;The Pivotrol® Pump Patented Digital Cycle Counter;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P154_10-US.pdf;SDCV44 Austenitic Stainless Steel Split Disc Check Valve;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P717_07-US.pdf;Sizing and Selection Chart 25BP and 26BP;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_90-IT.pdf;Unità Controllo spurghi BC3250;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_91-IT.pdf;Unità di controllo spurghi BC3150;TI;Released;Italian;4
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P403_102-IT.pdf;"Valvole di regolazione spurgo per caldaie Serie BCV / DN15 ÷ 50 (½"" ÷ 2"")";TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P405_40-IT.pdf;Temporizzatori spurghi caldaia BT1050;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P335_11-US.pdf;"Spare Parts Guide 6"" Main Valves";TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P405_42-IT.pdf;Testate di sfiato VHT;TI;Released;Italian;1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P408_01-IT.pdf;B850 sistema di monitoraggio per l’efficienza della caldaia;TI;Released;Italian;2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P128_17-US.pdf;IPC20 and IPC21 Pipeline Connectors with Integral Spiratec Sensors (Requires Universal Trap of choice);TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P128_33-US.pdf;PC4000 and PC4001 Pipeline Connectors;TI;Released;English (US);2
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P026_01-US.pdf;Cast Steel Float & Thermostatic Steam Trap 3'' (DN80) and 4'' (DN100) FT450;TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P124_02-US.pdf;USTS II Universal Steam Trap Station (Requires Universal Trap of Choice);TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P128_34-US.pdf;PC3001, PC3000 and PC30 Pipeline Connectors;TI;Released;English (US);5
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P127_03-US.pdf;Universal Pipeline Connector (Requires Universal Trap of Choice);TI;Released;English (US);1
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/GCM_02-IT.pdf;Condizioni limite di utilizzo dei prodotti;TI;Released;Italian;6
https://spiraxsarco.sharepoint.com/sites/SBD_HUB_Literature/TI/P105_04-US.pdf;"Steel Liquid Drain Trap 3"" (DN80) and 4"" (DN100) FA450";TI;Released;English (US);1
